file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
file#
20050812,0.000482916566345
20050815,0.000222840414525
20050816,0.000222595292039
20050817,0.000244145024504
20050818,0.000232328070974
20050819,0.000277763842918
20050821,0.000207136747293
20050822,0.00021578490395
20050823,0.00020754962014
20050824,0.000273711605963
20050825,0.000233213994748
20050826,0.000223051644656
20050828,0.000251071641243
20050829,0.000236086118308
20050830,0.000241598422202
20050831,0.000261099792043
20050901,0.000275032293639
20050902,0.000284223942184
20050904,0.000332557046998
20050905,0.000225657343982
20050906,0.000218137331337
20050907,0.000237318069923
20050908,0.00022991382111
20050909,0.000245884981106
20050911,0.00022674972146
20050912,0.000222762797271
20050913,0.000228524645615
20050914,0.000223341360658
20050915,0.000225694037604
20050916,0.000258210091009
20050918,0.000185107545257
20050919,0.000206310716187
20050920,0.000219763373221
20050921,0.000241290067735
20050922,0.000243458818693
20050923,0.000271706668539
20050925,0.000219525736954
20050926,0.000256045753703
20050927,0.000239159329671
20050928,0.000263191906938
20050929,0.000226317495305
20050930,0.000232044990309
20051002,0.000243736337452
20051003,0.00022610389854
20051004,0.000213005336474
20051005,0.000228957107199
20051006,0.000252549521914
20051007,0.000224716509447
20051009,0.000204816852926
20051010,0.000211779141745
20051011,0.000220517017801
20051012,0.000254418708696
20051013,0.000253190352751
20051014,0.000278822665015
20051016,0.000263214373994
20051017,0.000225634168392
20051018,0.0002275797751
20051019,0.000235069110884
20051020,0.000221133182875
20051021,0.000240867776851
20051023,0.00020063723512
20051024,0.000220430134197
20051025,0.000223618872125
20051026,0.000226787252967
20051027,0.000231765592443
20051028,0.000230609085002
20051030,0.000200380990503
20051031,0.00021835501382
20051101,0.000244048829606
20051102,0.000239402384361
20051103,0.000243581103621
20051104,0.000293992422421
20051106,0.000236453441634
20051107,0.000263976400518
20051108,0.000244778837198
20051109,0.000252778028959
20051110,0.000238737244395
20051111,0.000232553618617
20051113,0.000206844172611
20051114,0.000230458202656
20051115,0.000215098836159
20051116,0.000229140031407
20051117,0.000237651506318
20051118,0.000265549072714
20051120,0.000193475911305
20051121,0.000223976627523
20051122,0.000236778251852
20051123,0.000229217767684
20051124,0.000213519706299
20051125,0.000232458577604
20051127,0.000235992434132
20051128,0.0002420839276
20051129,0.000221820801072
20051130,0.000216656683125
20051201,0.000207223816176
